,year,code,value,system,subtype
3428,2005,COEI.EPN,4.93,EBS,reproductive mean
3429,2006,COEI.EPN,4.81,EBS,reproductive mean
3430,2007,COEI.EPN,5.22,EBS,reproductive mean
3431,2008,COEI.EPN,4.82,EBS,reproductive mean
3432,2009,COEI.EPN,4.91,EBS,reproductive mean
3433,2010,COEI.EPN,4.86,EBS,reproductive mean
3434,2011,COEI.EPN,4.89,EBS,reproductive mean
3435,2012,COEI.EPN,4.59,EBS,reproductive mean
3436,2013,COEI.EPN,4.9,EBS,reproductive mean
3437,2014,COEI.EPN,4.82,EBS,reproductive mean
3438,2015,COEI.EPN,4.95,EBS,reproductive mean
3439,2016,COEI.EPN,4.48,EBS,reproductive mean
3440,1985,GLGU.EPN,2.08,EBS,reproductive mean
3441,1986,GLGU.EPN,2.15,EBS,reproductive mean
3442,1987,GLGU.EPN,2.15,EBS,reproductive mean
3443,1988,GLGU.EPN,2.53,EBS,reproductive mean
3444,1989,GLGU.EPN,2.27,EBS,reproductive mean
3445,1990,GLGU.EPN,2.91,EBS,reproductive mean
3446,1991,GLGU.EPN,2.99,EBS,reproductive mean
3447,1992,GLGU.EPN,2.71,EBS,reproductive mean
3448,1993,GLGU.EPN,2.53,EBS,reproductive mean
3449,1994,GLGU.EPN,2.83,EBS,reproductive mean
3450,1995,GLGU.EPN,2.56,EBS,reproductive mean
3451,1996,GLGU.EPN,2.49,EBS,reproductive mean
3452,1997,GLGU.EPN,1.79,EBS,reproductive mean
3453,1998,GLGU.EPN,2.67,EBS,reproductive mean
3454,1999,GLGU.EPN,2.72,EBS,reproductive mean
3455,2000,GLGU.EPN,2.5,EBS,reproductive mean
3456,2001,GLGU.EPN,2.36,EBS,reproductive mean
3457,2002,GLGU.EPN,2.59,EBS,reproductive mean
3458,2003,GLGU.EPN,1.64,EBS,reproductive mean
3459,2004,GLGU.EPN,2.49,EBS,reproductive mean
3460,2005,GLGU.EPN,2.41,EBS,reproductive mean
3461,2006,GLGU.EPN,2.69,EBS,reproductive mean
3462,2007,GLGU.EPN,2.83,EBS,reproductive mean
3463,2008,GLGU.EPN,2.67,EBS,reproductive mean
3464,2009,GLGU.EPN,2.72,EBS,reproductive mean
3465,2010,GLGU.EPN,2.54,EBS,reproductive mean
3466,2011,GLGU.EPN,2.63,EBS,reproductive mean
3467,2012,GLGU.EPN,2.6,EBS,reproductive mean
3468,2013,GLGU.EPN,2.58,EBS,reproductive mean
3469,2014,GLGU.EPN,2.54,EBS,reproductive mean
3470,2015,GLGU.EPN,2.46,EBS,reproductive mean
3471,2016,GLGU.EPN,2.63,EBS,reproductive mean
3472,1985,SPEI.EPN,3.84,EBS,reproductive mean
3473,1986,SPEI.EPN,4.4,EBS,reproductive mean
3474,1987,SPEI.EPN,5.06,EBS,reproductive mean
3475,1988,SPEI.EPN,4.81,EBS,reproductive mean
3476,1989,SPEI.EPN,4.99,EBS,reproductive mean
3477,1990,SPEI.EPN,5.03,EBS,reproductive mean
3478,1991,SPEI.EPN,5.27,EBS,reproductive mean
3479,1992,SPEI.EPN,5.43,EBS,reproductive mean
3480,1993,SPEI.EPN,4.27,EBS,reproductive mean
3481,1994,SPEI.EPN,4.65,EBS,reproductive mean
3482,1995,SPEI.EPN,4.88,EBS,reproductive mean
3483,1996,SPEI.EPN,5.06,EBS,reproductive mean
3484,1997,SPEI.EPN,4.38,EBS,reproductive mean
3485,1998,SPEI.EPN,4.87,EBS,reproductive mean
3486,1999,SPEI.EPN,4.96,EBS,reproductive mean
3487,2000,SPEI.EPN,5.34,EBS,reproductive mean
3488,2001,SPEI.EPN,4.18,EBS,reproductive mean
3489,2002,SPEI.EPN,5.26,EBS,reproductive mean
3490,2003,SPEI.EPN,4.41,EBS,reproductive mean
3491,2004,SPEI.EPN,4.97,EBS,reproductive mean
3492,2005,SPEI.EPN,4.69,EBS,reproductive mean
3493,2006,SPEI.EPN,4.5,EBS,reproductive mean
3494,2007,SPEI.EPN,5.06,EBS,reproductive mean
3495,2008,SPEI.EPN,5.04,EBS,reproductive mean
3496,2009,SPEI.EPN,4.5,EBS,reproductive mean
3497,2010,SPEI.EPN,4.98,EBS,reproductive mean
3498,2011,SPEI.EPN,4.77,EBS,reproductive mean
3499,2012,SPEI.EPN,4.98,EBS,reproductive mean
3500,2013,SPEI.EPN,4.91,EBS,reproductive mean
3501,2014,SPEI.EPN,4.46,EBS,reproductive mean
3502,2015,SPEI.EPN,4.32,EBS,reproductive mean
3503,2016,SPEI.EPN,4.38,EBS,reproductive mean
3504,1985,COEI.NS,0.31,EBS,reproductive mean
3505,1986,COEI.NS,1,EBS,reproductive mean
3506,1987,COEI.NS,0.83,EBS,reproductive mean
3507,1988,COEI.NS,1,EBS,reproductive mean
3508,1989,COEI.NS,1,EBS,reproductive mean
3509,1990,COEI.NS,1,EBS,reproductive mean
3510,1991,COEI.NS,0.55,EBS,reproductive mean
3511,1992,COEI.NS,0.91,EBS,reproductive mean
3512,1993,COEI.NS,0.6,EBS,reproductive mean
3513,1994,COEI.NS,0.86,EBS,reproductive mean
3514,1995,COEI.NS,0.93,EBS,reproductive mean
3515,1996,COEI.NS,0.95,EBS,reproductive mean
3516,1997,COEI.NS,0.91,EBS,reproductive mean
3517,1998,COEI.NS,0.76,EBS,reproductive mean
3518,1999,COEI.NS,0.75,EBS,reproductive mean
3519,2000,COEI.NS,0.96,EBS,reproductive mean
3520,2001,COEI.NS,0.9,EBS,reproductive mean
3521,2002,COEI.NS,0.96,EBS,reproductive mean
3522,2003,COEI.NS,0.73,EBS,reproductive mean
3523,2004,COEI.NS,0.95,EBS,reproductive mean
3524,2005,COEI.NS,0.86,EBS,reproductive mean
3525,2006,COEI.NS,0.87,EBS,reproductive mean
3526,2007,COEI.NS,0.95,EBS,reproductive mean
3527,2008,COEI.NS,0.89,EBS,reproductive mean
3528,2009,COEI.NS,0.9,EBS,reproductive mean
3529,2010,COEI.NS,0.82,EBS,reproductive mean
3530,2011,COEI.NS,0.88,EBS,reproductive mean
3531,2012,COEI.NS,0.88,EBS,reproductive mean
3532,2013,COEI.NS,0.92,EBS,reproductive mean
3533,2014,COEI.NS,0.94,EBS,reproductive mean
3534,2015,COEI.NS,0.84,EBS,reproductive mean
3535,2016,COEI.NS,0.85,EBS,reproductive mean
3536,1985,GLGU.NS,0.83,EBS,reproductive mean
3537,1986,GLGU.NS,0.7,EBS,reproductive mean
3538,1987,GLGU.NS,0.93,EBS,reproductive mean
3539,1988,GLGU.NS,0.89,EBS,reproductive mean
3540,1989,GLGU.NS,0.87,EBS,reproductive mean
3541,1990,GLGU.NS,0.9,EBS,reproductive mean
3542,1991,GLGU.NS,0.64,EBS,reproductive mean
3543,1992,GLGU.NS,0.92,EBS,reproductive mean
3544,1993,GLGU.NS,0.97,EBS,reproductive mean
3545,1994,GLGU.NS,0.97,EBS,reproductive mean
3546,1995,GLGU.NS,1,EBS,reproductive mean
3547,1996,GLGU.NS,1,EBS,reproductive mean
3548,1997,GLGU.NS,0.99,EBS,reproductive mean
3549,1998,GLGU.NS,0.97,EBS,reproductive mean
3550,1999,GLGU.NS,0.94,EBS,reproductive mean
3551,2000,GLGU.NS,0.97,EBS,reproductive mean
3552,2001,GLGU.NS,0.93,EBS,reproductive mean
3553,2002,GLGU.NS,0.85,EBS,reproductive mean
3554,2003,GLGU.NS,0.81,EBS,reproductive mean
3555,2004,GLGU.NS,0.99,EBS,reproductive mean
3556,2005,GLGU.NS,0.98,EBS,reproductive mean
3557,2006,GLGU.NS,0.99,EBS,reproductive mean
3558,2007,GLGU.NS,0.99,EBS,reproductive mean
3559,2008,GLGU.NS,0.94,EBS,reproductive mean
3560,2009,GLGU.NS,0.99,EBS,reproductive mean
3561,2010,GLGU.NS,0.96,EBS,reproductive mean
3562,2011,GLGU.NS,0.98,EBS,reproductive mean
3563,2012,GLGU.NS,0.96,EBS,reproductive mean
3564,2013,GLGU.NS,0.96,EBS,reproductive mean
3565,2014,GLGU.NS,0.94,EBS,reproductive mean
3566,2015,GLGU.NS,0.97,EBS,reproductive mean
3567,2016,GLGU.NS,0.99,EBS,reproductive mean
3568,1985,SPEI.NS,0.45,EBS,reproductive mean
3569,1986,SPEI.NS,0.55,EBS,reproductive mean
3570,1987,SPEI.NS,0.83,EBS,reproductive mean
3571,1988,SPEI.NS,0.91,EBS,reproductive mean
3572,1989,SPEI.NS,0.9,EBS,reproductive mean
3573,1990,SPEI.NS,0.89,EBS,reproductive mean
3574,1991,SPEI.NS,0.77,EBS,reproductive mean
3575,1992,SPEI.NS,0.9,EBS,reproductive mean
3576,1993,SPEI.NS,0.8,EBS,reproductive mean
3577,1994,SPEI.NS,0.76,EBS,reproductive mean
3578,1995,SPEI.NS,0.76,EBS,reproductive mean
3579,1996,SPEI.NS,0.8,EBS,reproductive mean
3580,1997,SPEI.NS,0.87,EBS,reproductive mean
3581,1998,SPEI.NS,0.92,EBS,reproductive mean
3582,1999,SPEI.NS,0.9,EBS,reproductive mean
3583,2000,SPEI.NS,0.93,EBS,reproductive mean
3584,2001,SPEI.NS,0.59,EBS,reproductive mean
3585,2002,SPEI.NS,0.8,EBS,reproductive mean
3586,2003,SPEI.NS,0.73,EBS,reproductive mean
3587,2004,SPEI.NS,0.78,EBS,reproductive mean
3588,2005,SPEI.NS,0.89,EBS,reproductive mean
3589,2006,SPEI.NS,0.76,EBS,reproductive mean
3590,2007,SPEI.NS,0.84,EBS,reproductive mean
3591,2008,SPEI.NS,0.77,EBS,reproductive mean
3592,2009,SPEI.NS,0.91,EBS,reproductive mean
3593,2010,SPEI.NS,0.86,EBS,reproductive mean
3594,2011,SPEI.NS,0.88,EBS,reproductive mean
3595,2012,SPEI.NS,0.85,EBS,reproductive mean
3596,2013,SPEI.NS,0.77,EBS,reproductive mean
3597,2014,SPEI.NS,0.82,EBS,reproductive mean
3598,2015,SPEI.NS,0.63,EBS,reproductive mean
3599,2016,SPEI.NS,0.55,EBS,reproductive mean
3600,1982,Greenland.turbot.DEPTH,111.2699816,EBS,distribution
3601,1983,Greenland.turbot.DEPTH,109.2885533,EBS,distribution
3602,1984,Greenland.turbot.DEPTH,106.8716381,EBS,distribution
3603,1985,Greenland.turbot.DEPTH,106.7812555,EBS,distribution
3604,1986,Greenland.turbot.DEPTH,106.0576109,EBS,distribution
3605,1987,Greenland.turbot.DEPTH,107.9960207,EBS,distribution
3606,1988,Greenland.turbot.DEPTH,108.4028887,EBS,distribution
3607,1989,Greenland.turbot.DEPTH,107.5204213,EBS,distribution
3608,1990,Greenland.turbot.DEPTH,107.7337504,EBS,distribution
3609,1991,Greenland.turbot.DEPTH,106.3073036,EBS,distribution
3610,1992,Greenland.turbot.DEPTH,108.5740646,EBS,distribution
3611,1993,Greenland.turbot.DEPTH,110.3972336,EBS,distribution
3612,1994,Greenland.turbot.DEPTH,111.5372851,EBS,distribution
3613,1995,Greenland.turbot.DEPTH,111.484041,EBS,distribution
3614,1996,Greenland.turbot.DEPTH,109.9182135,EBS,distribution
3615,1997,Greenland.turbot.DEPTH,110.1759755,EBS,distribution
3616,1998,Greenland.turbot.DEPTH,109.7520587,EBS,distribution
3617,1999,Greenland.turbot.DEPTH,112.0549867,EBS,distribution
3618,2000,Greenland.turbot.DEPTH,110.7433708,EBS,distribution
3619,2001,Greenland.turbot.DEPTH,111.1001679,EBS,distribution
3620,2002,Greenland.turbot.DEPTH,110.5902233,EBS,distribution
3621,2003,Greenland.turbot.DEPTH,110.5909905,EBS,distribution
3622,2004,Greenland.turbot.DEPTH,109.8832919,EBS,distribution
3623,2005,Greenland.turbot.DEPTH,109.5965488,EBS,distribution
3624,2006,Greenland.turbot.DEPTH,109.8866802,EBS,distribution
3625,2007,Greenland.turbot.DEPTH,108.5725729,EBS,distribution
3626,2008,Greenland.turbot.DEPTH,108.0681596,EBS,distribution
3627,2009,Greenland.turbot.DEPTH,108.8521954,EBS,distribution
3628,2010,Greenland.turbot.DEPTH,109.9280357,EBS,distribution
3629,2011,Greenland.turbot.DEPTH,111.1171666,EBS,distribution
3630,2012,Greenland.turbot.DEPTH,109.6139617,EBS,distribution
3631,2013,Greenland.turbot.DEPTH,109.0511361,EBS,distribution
3632,2014,Greenland.turbot.DEPTH,109.2597528,EBS,distribution
3633,2015,Greenland.turbot.DEPTH,109.9601866,EBS,distribution
3634,2016,Greenland.turbot.DEPTH,109.5462411,EBS,distribution
3635,1982,Pacific.halibut.DEPTH,84.49569455,EBS,distribution
3636,1983,Pacific.halibut.DEPTH,83.71927015,EBS,distribution
3637,1984,Pacific.halibut.DEPTH,82.54716701,EBS,distribution
3638,1985,Pacific.halibut.DEPTH,83.31306435,EBS,distribution
3639,1986,Pacific.halibut.DEPTH,83.12500611,EBS,distribution
3640,1987,Pacific.halibut.DEPTH,82.97634505,EBS,distribution
3641,1988,Pacific.halibut.DEPTH,81.6357351,EBS,distribution
3642,1989,Pacific.halibut.DEPTH,83.4643549,EBS,distribution
3643,1990,Pacific.halibut.DEPTH,83.18250666,EBS,distribution
3644,1991,Pacific.halibut.DEPTH,82.92128931,EBS,distribution
3645,1992,Pacific.halibut.DEPTH,83.81446615,EBS,distribution
3646,1993,Pacific.halibut.DEPTH,80.88985354,EBS,distribution
3647,1994,Pacific.halibut.DEPTH,81.5484709,EBS,distribution
3648,1995,Pacific.halibut.DEPTH,81.51098201,EBS,distribution
3649,1996,Pacific.halibut.DEPTH,80.67232822,EBS,distribution
3650,1997,Pacific.halibut.DEPTH,81.16529405,EBS,distribution
3651,1998,Pacific.halibut.DEPTH,80.75948069,EBS,distribution
3652,1999,Pacific.halibut.DEPTH,80.94042727,EBS,distribution
3653,2000,Pacific.halibut.DEPTH,82.8952347,EBS,distribution
3654,2001,Pacific.halibut.DEPTH,81.50462753,EBS,distribution
3655,2002,Pacific.halibut.DEPTH,83.18786966,EBS,distribution
3656,2003,Pacific.halibut.DEPTH,82.40444592,EBS,distribution
3657,2004,Pacific.halibut.DEPTH,82.3805075,EBS,distribution
3658,2005,Pacific.halibut.DEPTH,82.63902762,EBS,distribution
3659,2006,Pacific.halibut.DEPTH,82.00779964,EBS,distribution
3660,2007,Pacific.halibut.DEPTH,82.18248445,EBS,distribution
3661,2008,Pacific.halibut.DEPTH,82.52072114,EBS,distribution
3662,2009,Pacific.halibut.DEPTH,80.71245005,EBS,distribution
3663,2010,Pacific.halibut.DEPTH,79.29021663,EBS,distribution
3664,2011,Pacific.halibut.DEPTH,80.10533923,EBS,distribution
3665,2012,Pacific.halibut.DEPTH,79.68972262,EBS,distribution
3666,2013,Pacific.halibut.DEPTH,79.75102794,EBS,distribution
3667,2014,Pacific.halibut.DEPTH,80.87714531,EBS,distribution
3668,2015,Pacific.halibut.DEPTH,80.16763129,EBS,distribution
3669,2016,Pacific.halibut.DEPTH,81.40576594,EBS,distribution
3670,1982,flathead.sole.DEPTH,102.6723141,EBS,distribution
3671,1983,flathead.sole.DEPTH,103.1554498,EBS,distribution
3672,1984,flathead.sole.DEPTH,103.1661663,EBS,distribution
3673,1985,flathead.sole.DEPTH,101.7705872,EBS,distribution
3674,1986,flathead.sole.DEPTH,105.5546165,EBS,distribution
3675,1987,flathead.sole.DEPTH,105.5401148,EBS,distribution
3676,1988,flathead.sole.DEPTH,107.350341,EBS,distribution
3677,1989,flathead.sole.DEPTH,106.0422422,EBS,distribution
3678,1990,flathead.sole.DEPTH,106.7296732,EBS,distribution
3679,1991,flathead.sole.DEPTH,106.0067159,EBS,distribution
3680,1992,flathead.sole.DEPTH,106.2044508,EBS,distribution
3681,1993,flathead.sole.DEPTH,106.1489763,EBS,distribution
3682,1994,flathead.sole.DEPTH,107.0861857,EBS,distribution
3683,1995,flathead.sole.DEPTH,107.5086568,EBS,distribution
3684,1996,flathead.sole.DEPTH,106.2543028,EBS,distribution
3685,1997,flathead.sole.DEPTH,106.2107344,EBS,distribution
3686,1998,flathead.sole.DEPTH,104.9643533,EBS,distribution
3687,1999,flathead.sole.DEPTH,111.0770083,EBS,distribution
3688,2000,flathead.sole.DEPTH,106.3521758,EBS,distribution
3689,2001,flathead.sole.DEPTH,106.475499,EBS,distribution
3690,2002,flathead.sole.DEPTH,106.9748438,EBS,distribution
3691,2003,flathead.sole.DEPTH,106.8080626,EBS,distribution
3692,2004,flathead.sole.DEPTH,107.1439214,EBS,distribution
3693,2005,flathead.sole.DEPTH,107.1947671,EBS,distribution
3694,2006,flathead.sole.DEPTH,108.373293,EBS,distribution
3695,2007,flathead.sole.DEPTH,106.825963,EBS,distribution
3696,2008,flathead.sole.DEPTH,107.6379095,EBS,distribution
3697,2009,flathead.sole.DEPTH,109.4111015,EBS,distribution
3698,2010,flathead.sole.DEPTH,107.7184365,EBS,distribution
3699,2011,flathead.sole.DEPTH,108.3749805,EBS,distribution
3700,2012,flathead.sole.DEPTH,108.004067,EBS,distribution
3701,2013,flathead.sole.DEPTH,107.1210525,EBS,distribution
3702,2014,flathead.sole.DEPTH,107.5029357,EBS,distribution
3703,2015,flathead.sole.DEPTH,107.1838952,EBS,distribution
3704,2016,flathead.sole.DEPTH,105.855327,EBS,distribution
3705,1983,Bering.flounder.DEPTH,66.02313169,EBS,distribution
3706,1984,Bering.flounder.DEPTH,65.85781487,EBS,distribution
3707,1985,Bering.flounder.DEPTH,65.59479221,EBS,distribution
3708,1986,Bering.flounder.DEPTH,66.69926414,EBS,distribution
3709,1987,Bering.flounder.DEPTH,66.19423627,EBS,distribution
3710,1988,Bering.flounder.DEPTH,66.65726965,EBS,distribution
3711,1989,Bering.flounder.DEPTH,66.2293348,EBS,distribution
3712,1990,Bering.flounder.DEPTH,66.24004844,EBS,distribution
3713,1991,Bering.flounder.DEPTH,65.91491506,EBS,distribution
3714,1992,Bering.flounder.DEPTH,65.84581772,EBS,distribution
3715,1993,Bering.flounder.DEPTH,66.76779688,EBS,distribution
3716,1994,Bering.flounder.DEPTH,68.38016853,EBS,distribution
3717,1995,Bering.flounder.DEPTH,67.98459506,EBS,distribution
3718,1996,Bering.flounder.DEPTH,65.92866294,EBS,distribution
3719,1997,Bering.flounder.DEPTH,66.59808489,EBS,distribution
3720,1998,Bering.flounder.DEPTH,65.42547009,EBS,distribution
3721,1999,Bering.flounder.DEPTH,73.22890076,EBS,distribution
3722,2000,Bering.flounder.DEPTH,67.19863544,EBS,distribution
3723,2001,Bering.flounder.DEPTH,67.06912281,EBS,distribution
3724,2002,Bering.flounder.DEPTH,65.78314923,EBS,distribution
3725,2003,Bering.flounder.DEPTH,65.34789414,EBS,distribution
3726,2004,Bering.flounder.DEPTH,65.51106347,EBS,distribution
3727,2005,Bering.flounder.DEPTH,65.86679153,EBS,distribution
3728,2006,Bering.flounder.DEPTH,67.64689544,EBS,distribution
3729,2007,Bering.flounder.DEPTH,66.11809887,EBS,distribution
3730,2008,Bering.flounder.DEPTH,66.50135891,EBS,distribution
3731,2009,Bering.flounder.DEPTH,67.73875358,EBS,distribution
3732,2010,Bering.flounder.DEPTH,65.81170987,EBS,distribution
3733,2011,Bering.flounder.DEPTH,66.28225968,EBS,distribution
3734,2012,Bering.flounder.DEPTH,66.15933013,EBS,distribution
3735,2013,Bering.flounder.DEPTH,65.26975603,EBS,distribution
3736,2014,Bering.flounder.DEPTH,65.71778626,EBS,distribution
3737,2015,Bering.flounder.DEPTH,66.65023768,EBS,distribution
3738,2016,Bering.flounder.DEPTH,66.37319939,EBS,distribution
3739,1982,rex.sole.DEPTH,122.1799807,EBS,distribution
3740,1983,rex.sole.DEPTH,120.9181284,EBS,distribution
3741,1984,rex.sole.DEPTH,121.7260607,EBS,distribution
3742,1985,rex.sole.DEPTH,120.6977134,EBS,distribution
3743,1986,rex.sole.DEPTH,124.0747667,EBS,distribution
3744,1987,rex.sole.DEPTH,122.6123972,EBS,distribution
3745,1988,rex.sole.DEPTH,125.398474,EBS,distribution
3746,1989,rex.sole.DEPTH,123.8992199,EBS,distribution
3747,1990,rex.sole.DEPTH,124.3977027,EBS,distribution
3748,1991,rex.sole.DEPTH,123.7000891,EBS,distribution
3749,1992,rex.sole.DEPTH,125.0412876,EBS,distribution
3750,1993,rex.sole.DEPTH,125.91396,EBS,distribution
3751,1994,rex.sole.DEPTH,126.6616353,EBS,distribution
3752,1995,rex.sole.DEPTH,126.3220814,EBS,distribution
3753,1996,rex.sole.DEPTH,124.7645386,EBS,distribution
3754,1997,rex.sole.DEPTH,126.0079644,EBS,distribution
3755,1998,rex.sole.DEPTH,123.0715585,EBS,distribution
3756,1999,rex.sole.DEPTH,129.020415,EBS,distribution
3757,2000,rex.sole.DEPTH,127.2276806,EBS,distribution
3758,2001,rex.sole.DEPTH,125.4710184,EBS,distribution
3759,2002,rex.sole.DEPTH,124.7921295,EBS,distribution
3760,2003,rex.sole.DEPTH,124.3507497,EBS,distribution
3761,2004,rex.sole.DEPTH,123.3420314,EBS,distribution
3762,2005,rex.sole.DEPTH,124.6547823,EBS,distribution
3763,2006,rex.sole.DEPTH,124.9992483,EBS,distribution
3764,2007,rex.sole.DEPTH,124.3890992,EBS,distribution
3765,2008,rex.sole.DEPTH,124.9471045,EBS,distribution
3766,2009,rex.sole.DEPTH,126.6696088,EBS,distribution
3767,2010,rex.sole.DEPTH,126.003185,EBS,distribution
3768,2011,rex.sole.DEPTH,125.3318221,EBS,distribution
3769,2012,rex.sole.DEPTH,125.597982,EBS,distribution
3770,2013,rex.sole.DEPTH,124.7660997,EBS,distribution
3771,2014,rex.sole.DEPTH,125.1423206,EBS,distribution
3772,2015,rex.sole.DEPTH,125.2979429,EBS,distribution
3773,2016,rex.sole.DEPTH,124.6729352,EBS,distribution
3774,1982,yellowfin.sole.DEPTH,52.81709101,EBS,distribution
3775,1983,yellowfin.sole.DEPTH,52.63022765,EBS,distribution
3776,1984,yellowfin.sole.DEPTH,52.56540394,EBS,distribution
3777,1985,yellowfin.sole.DEPTH,52.57053183,EBS,distribution
3778,1986,yellowfin.sole.DEPTH,53.68902959,EBS,distribution
3779,1987,yellowfin.sole.DEPTH,52.40521703,EBS,distribution
3780,1988,yellowfin.sole.DEPTH,53.13997419,EBS,distribution
3781,1989,yellowfin.sole.DEPTH,52.79226082,EBS,distribution
3782,1990,yellowfin.sole.DEPTH,53.34500974,EBS,distribution
3783,1991,yellowfin.sole.DEPTH,52.77222356,EBS,distribution
3784,1992,yellowfin.sole.DEPTH,53.42556108,EBS,distribution
3785,1993,yellowfin.sole.DEPTH,52.49368095,EBS,distribution
3786,1994,yellowfin.sole.DEPTH,53.05733838,EBS,distribution
3787,1995,yellowfin.sole.DEPTH,53.35522373,EBS,distribution
3788,1996,yellowfin.sole.DEPTH,52.86167187,EBS,distribution
3789,1997,yellowfin.sole.DEPTH,53.20688111,EBS,distribution
3790,1998,yellowfin.sole.DEPTH,53.76073219,EBS,distribution
3791,1999,yellowfin.sole.DEPTH,55.16416527,EBS,distribution
3792,2000,yellowfin.sole.DEPTH,54.09909753,EBS,distribution
3793,2001,yellowfin.sole.DEPTH,54.15240111,EBS,distribution
3794,2002,yellowfin.sole.DEPTH,53.18988663,EBS,distribution
3795,2003,yellowfin.sole.DEPTH,52.60711959,EBS,distribution
3796,2004,yellowfin.sole.DEPTH,52.4488958,EBS,distribution
3797,2005,yellowfin.sole.DEPTH,52.24772549,EBS,distribution
3798,2006,yellowfin.sole.DEPTH,52.91691139,EBS,distribution
3799,2007,yellowfin.sole.DEPTH,52.51039065,EBS,distribution
3800,2008,yellowfin.sole.DEPTH,52.69342459,EBS,distribution
3801,2009,yellowfin.sole.DEPTH,52.54002216,EBS,distribution
3802,2010,yellowfin.sole.DEPTH,52.02174264,EBS,distribution
3803,2011,yellowfin.sole.DEPTH,51.66096361,EBS,distribution
3804,2012,yellowfin.sole.DEPTH,52.67949493,EBS,distribution
3805,2013,yellowfin.sole.DEPTH,52.10776162,EBS,distribution
3806,2014,yellowfin.sole.DEPTH,51.65661893,EBS,distribution
3807,2015,yellowfin.sole.DEPTH,52.1458404,EBS,distribution
3808,2016,yellowfin.sole.DEPTH,52.42679668,EBS,distribution
3809,1982,longhead.dab.DEPTH,39.91028686,EBS,distribution
3810,1983,longhead.dab.DEPTH,41.01562219,EBS,distribution
3811,1984,longhead.dab.DEPTH,40.13449883,EBS,distribution
3812,1985,longhead.dab.DEPTH,38.43725721,EBS,distribution
3813,1986,longhead.dab.DEPTH,37.13289816,EBS,distribution
3814,1987,longhead.dab.DEPTH,34.95401286,EBS,distribution
3815,1988,longhead.dab.DEPTH,35.28334741,EBS,distribution
3816,1989,longhead.dab.DEPTH,36.76924774,EBS,distribution
3817,1990,longhead.dab.DEPTH,37.66238379,EBS,distribution
3818,1991,longhead.dab.DEPTH,40.28612224,EBS,distribution
3819,1992,longhead.dab.DEPTH,36.51460496,EBS,distribution
3820,1993,longhead.dab.DEPTH,35.56561744,EBS,distribution
3821,1994,longhead.dab.DEPTH,34.66816712,EBS,distribution
3822,1995,longhead.dab.DEPTH,34.17530495,EBS,distribution
3823,1996,longhead.dab.DEPTH,36.42408704,EBS,distribution
3824,1997,longhead.dab.DEPTH,34.75988863,EBS,distribution
3825,1998,longhead.dab.DEPTH,37.06009,EBS,distribution
3826,1999,longhead.dab.DEPTH,31.76010867,EBS,distribution
3827,2000,longhead.dab.DEPTH,32.54561427,EBS,distribution
3828,2001,longhead.dab.DEPTH,33.41627719,EBS,distribution
3829,2002,longhead.dab.DEPTH,33.36274381,EBS,distribution
3830,2003,longhead.dab.DEPTH,34.50439494,EBS,distribution
3831,2004,longhead.dab.DEPTH,36.30636183,EBS,distribution
3832,2005,longhead.dab.DEPTH,35.4900652,EBS,distribution
3833,2006,longhead.dab.DEPTH,34.01974759,EBS,distribution
3834,2007,longhead.dab.DEPTH,34.55423176,EBS,distribution
3835,2008,longhead.dab.DEPTH,32.75058184,EBS,distribution
3836,2009,longhead.dab.DEPTH,32.40815777,EBS,distribution
3837,2010,longhead.dab.DEPTH,31.72290752,EBS,distribution
3838,2011,longhead.dab.DEPTH,31.34331961,EBS,distribution
3839,2012,longhead.dab.DEPTH,31.28043927,EBS,distribution
3840,2013,longhead.dab.DEPTH,31.29192328,EBS,distribution
3841,2014,longhead.dab.DEPTH,30.67968534,EBS,distribution
3842,2015,longhead.dab.DEPTH,30.51160186,EBS,distribution
3843,2016,longhead.dab.DEPTH,30.62306088,EBS,distribution
3844,1982,Alaska.plaice.DEPTH,61.72981298,EBS,distribution
3845,1983,Alaska.plaice.DEPTH,61.73191457,EBS,distribution
3846,1984,Alaska.plaice.DEPTH,61.56525078,EBS,distribution
3847,1985,Alaska.plaice.DEPTH,60.17505892,EBS,distribution
3848,1986,Alaska.plaice.DEPTH,61.06780914,EBS,distribution
3849,1987,Alaska.plaice.DEPTH,60.90084664,EBS,distribution
3850,1988,Alaska.plaice.DEPTH,59.8683925,EBS,distribution
3851,1989,Alaska.plaice.DEPTH,60.37047694,EBS,distribution
3852,1990,Alaska.plaice.DEPTH,60.5111528,EBS,distribution
3853,1991,Alaska.plaice.DEPTH,60.77824817,EBS,distribution
3854,1992,Alaska.plaice.DEPTH,60.26730177,EBS,distribution
3855,1993,Alaska.plaice.DEPTH,60.31004852,EBS,distribution
3856,1994,Alaska.plaice.DEPTH,60.6285196,EBS,distribution
3857,1995,Alaska.plaice.DEPTH,60.66309942,EBS,distribution
3858,1996,Alaska.plaice.DEPTH,60.39741585,EBS,distribution
3859,1997,Alaska.plaice.DEPTH,60.6507468,EBS,distribution
3860,1998,Alaska.plaice.DEPTH,62.83633142,EBS,distribution
3861,1999,Alaska.plaice.DEPTH,62.58416135,EBS,distribution
3862,2000,Alaska.plaice.DEPTH,62.08101237,EBS,distribution
3863,2001,Alaska.plaice.DEPTH,61.67730441,EBS,distribution
