"region","monthly.anom","date"
"North_Pacific",-0.00942964959757399,1991-12-01
"North_Pacific",-0.0385121309169737,1992-01-01
"North_Pacific",0.0219217376256524,1992-02-01
"North_Pacific",0.170233190879659,1992-03-01
"North_Pacific",0.101091267985607,1992-04-01
"North_Pacific",-0.0430789552669597,1992-05-01
"North_Pacific",-0.0857818783701557,1992-06-01
"North_Pacific",-0.214457671847841,1992-07-01
"North_Pacific",-0.37631625014858,1992-08-01
"North_Pacific",-0.354380339406697,1992-09-01
"North_Pacific",-0.310610123620264,1992-10-01
"North_Pacific",-0.22360599736669,1992-11-01
"North_Pacific",-0.225885018961729,1992-12-01
"North_Pacific",-0.049827330328152,1993-01-01
"North_Pacific",-0.0548502054398791,1993-02-01
"North_Pacific",-0.0296397015843021,1993-03-01
"North_Pacific",-0.0157986499023229,1993-04-01
"North_Pacific",-0.0901598423718512,1993-05-01
"North_Pacific",-0.14751836081792,1993-06-01
"North_Pacific",-0.256770179465529,1993-07-01
"North_Pacific",-0.496593297990157,1993-08-01
"North_Pacific",-0.438349916292142,1993-09-01
"North_Pacific",-0.267535680740961,1993-10-01
"North_Pacific",-0.108683481151551,1993-11-01
"North_Pacific",-0.119130552194859,1993-12-01
"North_Pacific",-0.0592112984758062,1994-01-01
"North_Pacific",0.0934785516632296,1994-02-01
"North_Pacific",0.100491154893594,1994-03-01
"North_Pacific",0.0451488282922899,1994-04-01
"North_Pacific",-0.0409295249977171,1994-05-01
"North_Pacific",0.027105192092141,1994-06-01
"North_Pacific",0.119129288767562,1994-07-01
"North_Pacific",0.223415675571299,1994-08-01
"North_Pacific",0.168941088901953,1994-09-01
"North_Pacific",0.165447785781217,1994-10-01
"North_Pacific",0.0375886985151456,1994-11-01
"North_Pacific",0.129339593595159,1994-12-01
"North_Pacific",-0.0325311522216608,1995-01-01
"North_Pacific",-0.118421278885212,1995-02-01
"North_Pacific",-0.0316779905430392,1995-03-01
"North_Pacific",-0.111831413184952,1995-04-01
"North_Pacific",-0.297455295044877,1995-05-01
"North_Pacific",-0.396952412406391,1995-06-01
"North_Pacific",-0.1843412831293,1995-07-01
"North_Pacific",-0.0605221916666583,1995-08-01
"North_Pacific",-0.0276077878634132,1995-09-01
"North_Pacific",-0.0437093445391795,1995-10-01
"North_Pacific",0.0480352189968738,1995-11-01
"North_Pacific",0.181453391546806,1995-12-01
"North_Pacific",0.12849253610619,1996-01-01
"North_Pacific",0.0576694407250823,1996-02-01
"North_Pacific",0.076067749290027,1996-03-01
"North_Pacific",0.129101233058756,1996-04-01
"North_Pacific",0.0941230640657732,1996-05-01
"North_Pacific",0.127876585539871,1996-06-01
"North_Pacific",-0.0275311803109795,1996-07-01
"North_Pacific",0.0818957576229453,1996-08-01
"North_Pacific",0.0131272108165939,1996-09-01
"North_Pacific",-0.0852482813039186,1996-10-01
"North_Pacific",-0.155870286531132,1996-11-01
"North_Pacific",-0.0540401668924948,1996-12-01
"North_Pacific",-0.0963524890168678,1997-01-01
"North_Pacific",0.0960180408570207,1997-02-01
"North_Pacific",0.0397973839345725,1997-03-01
"North_Pacific",0.129628718223489,1997-04-01
"North_Pacific",0.227342955020235,1997-05-01
"North_Pacific",0.163024080134912,1997-06-01
"North_Pacific",0.15657477784309,1997-07-01
"North_Pacific",0.12071937242015,1997-08-01
"North_Pacific",0.136711714510026,1997-09-01
"North_Pacific",-0.0735967340784453,1997-10-01
"North_Pacific",0.108466131918902,1997-11-01
"North_Pacific",-0.00299694638323175,1997-12-01
